system_type,response_time_ms,api_calls_count,ui_elements_count,user_interactions,error_rate,avg_session_duration_min,label
POS,190,125,37,230,0.0414,49,1
ERP,189,490,47,210,0.038,38,1
POS,116,435,13,623,0.0385,16,0
CRM,117,190,46,387,0.0117,36,0
CRM,272,175,28,142,0.0277,31,1
POS,215,300,46,393,0.0427,40,0
ERP,192,437,23,384,0.0474,39,0
POS,280,133,40,663,0.0192,37,0
POS,190,483,37,118,0.0332,29,1
CRM,181,420,45,606,0.0422,24,0
ERP,167,97,47,646,0.0401,24,1
POS,292,428,28,147,0.0348,21,1
ERP,213,127,10,318,0.0107,26,0
CRM,100,79,32,287,0.039,32,0
ERP,157,334,37,130,0.0409,15,1
CRM,253,185,13,358,0.0389,54,0
POS,208,189,27,443,0.0406,25,1
ERP,247,90,48,407,0.0272,36,1
POS,215,331,34,170,0.0498,32,1
CRM,186,99,27,406,0.0408,10,0
POS,109,307,15,667,0.0331,54,1
CRM,158,360,28,198,0.0474,16,0
ERP,140,409,21,120,0.0463,54,1
CRM,204,489,34,664,0.0426,48,1
POS,232,319,44,105,0.0325,49,0
POS,221,183,10,330,0.0311,59,1
CRM,292,283,14,181,0.0231,58,1
POS,244,177,10,316,0.02,57,1
CRM,121,153,17,434,0.0305,58,0
POS,197,303,48,658,0.0331,49,1
ERP,268,144,27,693,0.0198,48,0
CRM,167,386,18,652,0.0469,27,1
ERP,296,266,14,558,0.0323,45,1
POS,238,110,13,186,0.0311,31,1
CRM,155,317,38,614,0.0274,11,1
POS,278,290,10,612,0.0123,57,1
CRM,248,62,39,686,0.0453,35,0
POS,198,196,10,577,0.0227,59,0
POS,175,477,12,597,0.0357,41,1
POS,125,289,31,548,0.0343,32,0
POS,214,138,17,687,0.0334,49,0
ERP,246,144,27,359,0.031,55,1
POS,208,364,34,636,0.0173,27,1
ERP,287,342,29,299,0.0212,28,1
POS,298,74,40,562,0.031,33,1
POS,146,321,39,193,0.0416,13,1
POS,170,215,25,451,0.0273,55,1
POS,253,476,11,207,0.0182,11,1
ERP,139,299,26,454,0.0135,39,0
ERP,232,136,19,568,0.0365,58,0
ERP,248,191,16,194,0.0269,47,0
ERP,231,183,18,190,0.015,40,0
CRM,122,328,26,143,0.037,49,1
ERP,205,175,18,555,0.0183,25,0
POS,183,365,18,483,0.0304,42,1
CRM,242,445,46,122,0.0222,59,0
POS,215,190,33,122,0.0473,12,1
CRM,208,405,48,333,0.0191,27,1
POS,235,152,20,410,0.0268,19,1
POS,140,275,17,516,0.0484,11,0
POS,211,439,34,432,0.0227,39,1
POS,246,112,11,674,0.0358,39,1
CRM,211,343,19,202,0.0227,34,1
CRM,202,433,33,599,0.0144,52,0
POS,145,355,25,582,0.0351,33,0
CRM,255,303,28,288,0.0466,44,0
ERP,167,229,40,559,0.0281,19,0
POS,221,89,20,288,0.035,57,0
CRM,114,313,15,450,0.0344,39,1
POS,264,238,15,680,0.0266,35,1
POS,228,57,41,213,0.0346,44,1
POS,294,153,48,203,0.0204,33,1
POS,210,274,22,607,0.0251,29,0
ERP,123,83,12,444,0.0277,48,1
ERP,126,285,44,120,0.0446,58,1
CRM,139,277,47,486,0.0239,49,0
CRM,290,237,26,308,0.0354,44,1
POS,288,362,12,582,0.0185,48,1
CRM,263,479,43,572,0.0201,19,0
CRM,123,71,21,492,0.0359,36,0
CRM,123,392,33,615,0.0405,24,0
POS,103,89,15,287,0.0285,24,0
ERP,166,222,20,445,0.0234,46,0
ERP,133,488,36,451,0.0464,44,0
ERP,284,228,33,640,0.0154,12,0
CRM,276,135,27,697,0.0388,38,0
ERP,280,182,36,146,0.0376,13,0
CRM,215,400,30,176,0.0376,56,0
POS,122,62,43,442,0.0474,25,1
POS,208,77,42,290,0.0391,14,1
ERP,168,133,27,642,0.0221,30,1
CRM,194,367,12,135,0.0241,49,0
CRM,280,398,33,523,0.0256,51,0
POS,161,392,10,450,0.0112,30,1
POS,268,329,15,287,0.0465,11,1
CRM,156,403,28,626,0.0129,23,1
POS,287,312,31,433,0.038,14,1
ERP,153,215,17,582,0.0392,16,1
ERP,169,342,14,315,0.0437,20,1
POS,200,117,18,257,0.0321,44,0
POS,156,275,30,340,0.039,39,0
CRM,237,219,37,395,0.0221,53,0
ERP,267,135,13,561,0.0398,55,1
CRM,234,182,33,144,0.0237,10,1
ERP,202,497,17,594,0.0461,25,0
POS,265,227,26,274,0.0165,56,0
CRM,184,392,43,445,0.0226,10,1
ERP,160,301,29,155,0.03,31,0
ERP,102,64,25,665,0.041,22,1
CRM,227,272,19,440,0.04,36,0
CRM,278,428,43,207,0.0184,24,0
CRM,185,250,19,313,0.0158,26,1
CRM,146,156,39,598,0.0222,18,1
CRM,295,299,39,496,0.0294,14,0
POS,175,486,34,649,0.0316,32,0
ERP,137,458,16,596,0.0272,53,1
POS,263,138,29,272,0.0365,58,0
CRM,268,174,26,204,0.0271,52,1
CRM,296,162,12,651,0.0479,20,0
ERP,240,186,49,578,0.0204,33,1
ERP,186,296,45,498,0.0351,17,0
CRM,157,215,35,533,0.0345,56,1
CRM,149,199,19,293,0.0213,43,0
CRM,129,412,43,565,0.0265,51,1
ERP,289,392,23,440,0.0246,40,1
CRM,200,482,17,158,0.0169,31,1
CRM,124,117,36,637,0.0291,23,0
POS,211,270,19,577,0.0255,14,1
POS,254,320,24,202,0.0171,26,1
ERP,278,370,46,632,0.028,27,1
ERP,284,359,31,691,0.0269,28,0
CRM,225,463,40,421,0.0153,16,0
ERP,222,398,11,648,0.0152,35,0
POS,146,69,40,113,0.0359,34,0
CRM,217,338,23,555,0.0383,27,0
POS,138,149,19,320,0.0476,53,0
POS,115,301,39,490,0.0135,24,1
POS,121,126,45,272,0.0147,38,0
CRM,153,184,49,180,0.0121,55,0
CRM,248,441,24,435,0.0313,51,1
ERP,299,461,23,324,0.0349,58,1
ERP,115,222,40,134,0.0261,10,1
POS,158,412,38,287,0.0419,13,0
ERP,130,250,36,323,0.0375,18,0
POS,269,266,30,593,0.0494,45,0
POS,131,425,18,410,0.0155,41,1
CRM,286,257,29,620,0.0123,33,0
CRM,261,123,44,680,0.021,46,0
CRM,108,60,24,639,0.0108,27,1
ERP,238,336,33,468,0.0473,24,0
POS,109,305,25,574,0.0222,29,0
ERP,116,61,45,130,0.0321,49,1
CRM,167,429,20,331,0.0227,11,0
CRM,147,127,17,596,0.0198,34,1
POS,279,484,12,665,0.0161,22,1
CRM,210,221,28,274,0.0228,36,0
POS,252,145,12,397,0.0346,22,1
POS,222,355,45,464,0.0489,37,0
ERP,248,422,34,185,0.0323,55,0
ERP,200,322,45,676,0.0313,24,0
POS,201,468,20,188,0.0114,38,0
CRM,164,434,25,153,0.0436,30,1
ERP,290,462,26,460,0.0118,53,0
CRM,150,228,33,575,0.0462,40,1
ERP,135,113,26,328,0.0315,32,1
CRM,180,181,29,633,0.0167,46,1
ERP,226,392,31,472,0.0281,12,1
POS,187,461,15,568,0.0498,59,0
POS,293,321,16,519,0.0222,44,0
POS,203,368,23,631,0.0208,23,1
POS,114,381,20,499,0.0147,11,1
ERP,195,486,21,283,0.0339,59,0
POS,266,390,14,661,0.0136,22,1
ERP,222,158,14,189,0.0406,11,0
CRM,297,322,29,482,0.0468,21,0
CRM,100,217,24,468,0.0473,36,1
POS,250,446,35,173,0.0143,43,0
ERP,221,229,42,368,0.0323,49,1
ERP,266,107,39,114,0.0139,14,1
POS,225,470,33,428,0.0329,34,0
CRM,156,128,32,491,0.0426,20,1
CRM,180,110,18,533,0.0315,22,1
POS,261,418,12,443,0.0449,37,1
CRM,268,170,45,294,0.0421,30,1
POS,172,256,16,135,0.0211,58,1
ERP,240,83,31,304,0.0352,57,1
POS,169,119,23,156,0.0103,35,1
ERP,105,66,38,209,0.0258,36,0
POS,183,69,25,595,0.0195,35,0
ERP,151,364,43,324,0.0475,24,0
CRM,102,118,19,485,0.0262,59,1
CRM,180,264,16,163,0.0362,15,1
CRM,162,210,34,451,0.0393,13,0
ERP,148,151,36,562,0.0409,13,1
ERP,175,425,24,419,0.0394,39,1
POS,211,255,41,456,0.0216,22,1
ERP,274,194,37,192,0.0374,18,0
CRM,208,106,18,399,0.032,51,1
CRM,282,132,16,593,0.0339,23,1
POS,291,434,25,694,0.01,37,1
POS,164,318,35,488,0.0203,49,1
POS,180,460,44,533,0.0472,12,0
CRM,294,236,26,201,0.0216,50,0
POS,114,55,32,477,0.0275,38,0
ERP,199,402,17,682,0.0175,42,0
CRM,131,399,11,437,0.0155,24,0
POS,195,159,40,591,0.0183,56,1
POS,227,456,41,159,0.0321,48,1
POS,295,187,38,608,0.0468,24,1
ERP,245,100,12,491,0.023,16,0
POS,212,452,17,218,0.0229,54,0
ERP,182,100,11,570,0.0326,21,1
POS,142,136,40,427,0.0243,59,1
POS,215,117,46,120,0.0464,48,1
CRM,262,133,29,196,0.0251,16,0
ERP,177,91,38,612,0.0296,56,0
POS,157,268,26,449,0.0313,50,1
ERP,132,106,19,231,0.0413,15,1
POS,113,275,31,645,0.0326,35,1
POS,261,245,15,698,0.0196,18,0
POS,288,297,43,131,0.015,33,1
ERP,231,215,40,358,0.0475,39,1
ERP,158,111,21,575,0.0421,25,0
CRM,256,312,21,132,0.0109,57,0
ERP,182,161,25,487,0.0429,36,0
POS,233,302,34,660,0.0336,42,0
CRM,220,248,31,555,0.0308,32,0
POS,276,227,36,693,0.0105,54,1
CRM,267,485,33,243,0.0412,28,1
ERP,182,75,21,323,0.0179,45,1
CRM,292,459,27,316,0.0391,28,0
CRM,296,295,25,255,0.0106,31,1
POS,126,68,13,619,0.0419,51,1
POS,179,314,21,135,0.0109,54,1
ERP,233,366,42,108,0.0194,42,0
CRM,112,69,31,139,0.0207,54,1
ERP,163,155,27,568,0.0163,19,1
ERP,289,286,42,278,0.0292,56,1
CRM,246,355,36,600,0.0213,41,1
ERP,179,295,28,472,0.0497,24,0
CRM,222,130,23,167,0.0332,48,0
POS,142,199,34,523,0.0327,55,0
POS,188,446,43,614,0.0188,17,1
ERP,247,445,33,463,0.0263,34,0
POS,194,59,47,550,0.015,27,1
CRM,295,370,32,615,0.0405,24,0
POS,271,273,14,428,0.0232,35,0
POS,250,463,45,469,0.0401,50,1
POS,101,313,33,696,0.0249,53,1
CRM,219,198,45,486,0.0496,30,0
ERP,121,327,14,646,0.0168,31,0
ERP,214,323,48,213,0.0101,55,0
CRM,156,243,15,670,0.0338,43,0
POS,171,481,45,137,0.0481,46,1
CRM,106,221,13,644,0.0359,46,1
CRM,283,314,19,476,0.0134,23,1
POS,218,359,10,498,0.0316,13,0
ERP,294,75,30,302,0.0464,33,0
ERP,213,399,49,301,0.0103,11,0
CRM,115,405,48,199,0.0167,10,1
POS,182,75,46,497,0.0426,11,1
POS,278,83,12,549,0.0458,22,1
ERP,171,313,40,217,0.0383,36,1
CRM,223,187,36,520,0.0497,26,0
POS,212,353,26,342,0.0136,54,1
CRM,111,232,32,640,0.0318,26,0
CRM,225,412,22,326,0.0374,14,1
POS,152,291,36,600,0.0381,33,1
POS,174,103,29,312,0.0417,17,1
ERP,232,217,22,212,0.0467,53,1
ERP,126,168,33,472,0.0245,18,1
ERP,239,192,12,398,0.0117,27,1
CRM,244,130,19,118,0.0245,25,0
ERP,233,294,10,110,0.0369,41,0
CRM,196,451,22,107,0.0185,49,1
ERP,104,401,23,252,0.0424,48,0
ERP,156,407,42,649,0.0188,50,1
CRM,255,456,11,234,0.0104,53,0
ERP,177,111,11,472,0.0303,55,1
ERP,168,95,48,560,0.0391,41,1
ERP,217,136,40,334,0.024,51,0
ERP,219,148,13,354,0.04,57,1
ERP,158,344,43,685,0.0275,11,0
ERP,132,448,28,427,0.0169,47,1
CRM,161,102,46,461,0.0136,52,1
CRM,149,241,18,473,0.0384,13,1
POS,211,496,33,308,0.0254,14,0
ERP,118,129,22,366,0.0465,46,1
ERP,296,65,39,653,0.0316,58,0
POS,222,409,28,605,0.0239,46,0
CRM,293,375,19,663,0.024,35,1
ERP,146,243,23,520,0.0153,52,1
POS,266,190,49,407,0.0338,18,1
ERP,295,157,29,236,0.0333,24,0
ERP,132,352,13,518,0.042,33,0
CRM,240,314,47,294,0.018,33,1
POS,183,496,48,194,0.0216,44,0
ERP,281,339,14,589,0.0139,57,1
CRM,234,258,41,357,0.0218,50,0
CRM,178,462,15,124,0.0271,34,0
CRM,113,214,23,331,0.0486,35,0
ERP,246,476,15,431,0.0361,32,0
POS,227,391,23,320,0.0413,15,1
POS,153,420,21,396,0.023,50,0
CRM,247,369,36,302,0.0158,36,0
ERP,128,201,35,442,0.0203,28,1
CRM,123,339,21,692,0.0203,40,1
ERP,181,481,17,304,0.0333,47,0
POS,162,317,19,176,0.0237,52,1
POS,204,200,25,649,0.0443,41,0
POS,156,256,35,141,0.0495,11,0
POS,235,304,17,554,0.0237,27,1
CRM,161,402,38,281,0.0382,37,0
CRM,256,426,29,294,0.0363,16,1
CRM,116,190,26,689,0.0178,32,0
ERP,165,392,28,487,0.0467,45,0
CRM,105,407,26,240,0.018,33,1
POS,157,145,48,126,0.0395,37,0
CRM,168,478,10,414,0.0239,34,1
CRM,255,419,38,420,0.0247,48,1
CRM,161,276,23,547,0.0282,58,0
CRM,268,242,26,392,0.0446,13,0
CRM,296,352,22,335,0.0156,54,1
CRM,181,363,38,556,0.0122,28,1
POS,268,438,43,166,0.0261,13,0
CRM,276,426,36,275,0.0122,22,1
CRM,276,167,42,609,0.0375,10,1
CRM,170,54,38,190,0.0404,43,0
ERP,230,493,46,265,0.0442,16,0
POS,109,401,48,537,0.0398,34,0
CRM,197,292,28,150,0.0467,32,1
POS,188,70,33,365,0.0399,39,1
CRM,134,201,23,620,0.0474,58,1
POS,101,177,46,186,0.0177,16,1
ERP,223,173,14,151,0.03,54,0
ERP,123,195,33,278,0.0498,26,1
ERP,173,326,43,377,0.0373,42,0
CRM,265,359,40,338,0.0451,11,0
POS,121,443,39,684,0.0112,47,1
ERP,253,201,18,438,0.0449,53,1
CRM,270,409,36,171,0.0379,22,0
CRM,282,160,37,473,0.0168,41,1
CRM,138,165,35,679,0.011,31,1
ERP,256,237,27,616,0.0204,18,0
ERP,119,106,45,337,0.0466,26,1
POS,140,300,17,565,0.0367,27,0
ERP,281,433,27,220,0.0468,49,1
ERP,247,456,29,512,0.0278,49,0
POS,207,199,41,669,0.0475,36,1
CRM,246,211,38,142,0.0285,20,0
ERP,183,169,27,603,0.0182,37,0
POS,210,119,16,296,0.0161,17,0
POS,165,461,10,171,0.0498,59,1
POS,257,400,37,190,0.0234,27,0
POS,152,148,42,648,0.0164,22,0
POS,133,216,13,590,0.0103,42,0
ERP,249,347,29,482,0.0214,24,1
CRM,166,200,45,565,0.0456,31,0
POS,233,375,40,253,0.0314,47,1
POS,126,51,47,269,0.0353,39,0
CRM,109,201,37,371,0.0469,15,0
CRM,172,450,12,209,0.0305,54,0
POS,195,414,15,250,0.0435,43,1
CRM,147,114,32,530,0.023,28,0
POS,169,375,16,550,0.0491,58,0
POS,286,118,45,122,0.0132,42,0
POS,199,170,10,466,0.039,23,1
CRM,158,158,15,338,0.0364,57,0
ERP,101,365,33,533,0.0177,56,1
POS,256,296,46,226,0.0256,50,0
POS,295,483,45,640,0.0225,28,1
CRM,164,142,33,297,0.0138,49,0
CRM,182,317,47,581,0.0334,24,1
ERP,253,152,38,278,0.0497,19,0
ERP,109,480,46,622,0.0324,11,1
POS,152,161,41,536,0.0318,59,1
ERP,178,370,34,413,0.0116,11,0
ERP,158,460,19,118,0.0156,30,1
POS,249,353,44,259,0.0305,21,1
POS,278,393,34,221,0.0494,19,1
POS,147,111,36,171,0.0451,21,1
CRM,248,349,41,154,0.0236,48,0
CRM,222,452,21,559,0.0317,11,0
ERP,121,492,13,268,0.0321,10,1
CRM,199,185,35,681,0.0374,11,1
ERP,197,104,12,248,0.0375,32,1
ERP,257,157,26,125,0.0416,37,0
CRM,124,352,18,347,0.011,26,1
POS,127,307,38,326,0.0477,49,0
CRM,292,302,10,583,0.0128,30,0
CRM,212,271,27,109,0.029,53,0
POS,144,418,29,194,0.0468,43,0
ERP,167,216,43,220,0.0295,18,0
POS,106,478,37,225,0.0125,26,0
ERP,148,209,44,648,0.0192,58,1
ERP,236,498,25,168,0.0331,51,1
CRM,263,215,30,396,0.0135,54,0
CRM,182,254,22,600,0.0269,41,1
ERP,228,316,44,144,0.0232,14,0
CRM,237,187,41,481,0.0426,23,0
POS,263,417,47,126,0.0144,55,0
ERP,172,492,15,596,0.0373,56,0
CRM,145,395,47,235,0.0263,34,0
ERP,205,297,47,148,0.0335,31,0
POS,259,104,22,606,0.0182,14,1
CRM,131,453,48,220,0.0344,47,1
POS,105,258,22,316,0.037,18,1
ERP,275,66,21,625,0.0128,40,1
POS,265,117,42,673,0.043,50,0
ERP,244,182,37,142,0.0445,30,0
POS,173,237,12,195,0.0125,45,1
CRM,213,456,27,126,0.0341,10,0
CRM,126,479,35,341,0.0338,31,0
POS,153,357,49,586,0.0105,32,0
POS,277,187,11,339,0.0237,32,1
POS,262,223,13,403,0.0488,24,1
POS,184,461,37,166,0.0322,55,0
ERP,226,146,37,380,0.0473,10,1
POS,252,220,34,291,0.037,15,1
ERP,255,203,35,218,0.0111,49,1
ERP,210,232,11,251,0.0131,44,1
POS,114,291,43,491,0.0389,26,0
POS,231,353,39,330,0.0322,32,1
ERP,192,334,30,450,0.0151,29,1
ERP,222,76,46,670,0.0346,37,1
CRM,172,451,32,628,0.0424,46,0
ERP,254,409,42,270,0.0401,27,1
POS,253,109,11,231,0.0198,16,1
CRM,246,251,36,456,0.0203,58,0
ERP,191,299,31,141,0.0487,56,1
CRM,116,411,43,404,0.0455,29,0
POS,142,118,25,105,0.0227,33,1
POS,220,419,29,428,0.043,25,0
POS,140,70,35,269,0.0165,22,0
POS,269,201,25,437,0.0179,37,0
POS,277,151,15,168,0.0172,16,1
POS,267,436,32,638,0.0135,24,1
CRM,138,144,46,606,0.0442,32,0
POS,212,495,17,585,0.0332,32,0
POS,250,410,15,542,0.0204,40,1
CRM,210,278,46,150,0.0439,14,1
CRM,279,174,31,248,0.0421,36,1
POS,146,307,15,686,0.014,53,0
ERP,162,371,41,191,0.0358,19,0
CRM,209,418,26,467,0.0389,51,1
ERP,168,475,47,679,0.0386,16,1
CRM,142,285,26,175,0.0389,41,0
POS,275,211,46,185,0.0168,32,0
POS,133,91,32,326,0.0226,56,0
POS,139,325,22,462,0.0438,18,0
CRM,160,402,41,667,0.0459,38,0
CRM,277,117,31,691,0.0212,36,1
CRM,294,222,16,123,0.0109,47,1
ERP,161,380,31,127,0.0444,30,0
ERP,157,174,30,220,0.0251,52,1
POS,260,219,15,589,0.0232,15,0
CRM,174,96,23,444,0.0239,35,1
POS,115,310,25,130,0.0266,29,0
CRM,181,266,12,326,0.0251,24,1
ERP,193,354,18,349,0.0327,54,0
CRM,147,173,30,149,0.0132,47,1
CRM,237,342,39,488,0.0489,29,0
ERP,181,211,39,387,0.0475,24,0
POS,137,250,41,690,0.0474,38,1
ERP,226,451,32,574,0.0452,15,0
ERP,118,324,12,105,0.0364,25,1
CRM,263,255,10,511,0.0188,10,0
POS,286,89,12,423,0.012,15,0
POS,162,322,46,498,0.014,25,0
POS,176,237,16,381,0.023,42,0
POS,273,404,12,290,0.0302,16,0
CRM,230,142,45,684,0.0497,19,0
CRM,201,91,12,599,0.0274,17,0
POS,164,428,13,679,0.031,30,0
CRM,219,156,40,533,0.0378,35,0
POS,190,377,11,162,0.0172,46,0
POS,107,114,23,552,0.0473,27,0
CRM,278,414,46,592,0.0312,13,0
ERP,172,358,40,541,0.0211,29,0
ERP,233,184,11,406,0.0474,57,1
ERP,206,438,40,225,0.035,51,1
CRM,188,73,31,364,0.0293,57,0
POS,138,77,19,106,0.0332,49,0
ERP,212,111,39,512,0.0399,28,0
CRM,287,322,42,305,0.0162,42,1
POS,127,278,28,278,0.0446,32,1
CRM,196,69,34,567,0.0484,18,0
POS,281,52,10,595,0.0327,47,0
POS,136,470,41,542,0.0373,54,1
CRM,236,267,34,327,0.0444,54,1
POS,181,448,26,245,0.025,27,1
ERP,155,356,23,669,0.0497,55,1
CRM,286,481,22,395,0.0372,11,0
ERP,184,185,47,340,0.027,57,0
ERP,101,446,48,386,0.0371,26,1
CRM,288,481,11,125,0.0309,25,0
ERP,157,52,41,551,0.0145,55,0
POS,206,242,41,205,0.0418,54,0
CRM,222,122,49,339,0.0326,57,0
ERP,287,464,15,517,0.0418,33,0
POS,267,410,34,431,0.0162,40,1
POS,263,167,12,141,0.0315,10,0
ERP,213,203,27,655,0.0407,37,0
CRM,206,258,47,134,0.0495,58,1
CRM,136,489,12,446,0.0454,42,0
ERP,178,83,14,483,0.0446,51,1
POS,191,186,33,612,0.0199,46,0
ERP,117,367,43,387,0.0435,48,1
ERP,197,169,48,132,0.0168,13,1
CRM,162,164,33,194,0.0179,10,0
ERP,249,62,45,304,0.0144,42,0
CRM,238,118,37,129,0.0443,19,0
POS,285,474,43,365,0.0143,12,1
CRM,284,382,25,122,0.0155,46,0
POS,103,306,45,138,0.0198,54,1
CRM,234,138,16,272,0.0329,30,0
POS,160,96,27,512,0.0452,18,0
CRM,206,309,15,513,0.0267,49,0
POS,153,277,37,308,0.0319,52,1
ERP,187,496,48,121,0.0167,33,1
CRM,167,229,43,104,0.0206,55,1
ERP,228,59,38,313,0.0154,17,1
CRM,154,333,13,238,0.0264,33,1
POS,102,426,23,694,0.0336,33,1
ERP,265,175,14,416,0.0214,19,1
ERP,220,183,34,675,0.0438,44,0
ERP,228,204,48,255,0.0492,13,1
ERP,201,297,17,523,0.0148,53,0
ERP,137,189,24,599,0.0107,18,1
ERP,184,367,28,190,0.0416,20,0
ERP,256,485,20,141,0.0176,52,0
ERP,232,225,29,394,0.0241,57,1
ERP,191,372,45,436,0.0258,22,1
ERP,120,223,27,100,0.0467,36,0
ERP,298,123,23,208,0.0364,39,1
CRM,294,400,47,224,0.0116,55,1
POS,208,192,34,163,0.0106,48,1
ERP,146,341,25,305,0.018,21,0
CRM,183,447,27,514,0.0227,28,0
ERP,182,161,10,343,0.0294,49,1
ERP,134,255,49,689,0.0435,13,1
CRM,295,180,10,315,0.0226,58,0
ERP,168,418,10,627,0.0251,43,0
CRM,228,159,30,665,0.0232,32,0
POS,295,419,34,479,0.0104,54,1
ERP,239,116,36,178,0.0482,35,0
POS,287,431,19,514,0.0156,16,1
CRM,126,135,21,552,0.0215,27,1
POS,155,324,37,248,0.0152,51,1
POS,122,276,41,137,0.0296,13,1
ERP,252,487,42,256,0.0473,17,0
CRM,120,374,17,432,0.014,31,1
ERP,160,59,35,387,0.0276,35,0
ERP,162,466,11,211,0.0109,22,0
POS,221,446,44,190,0.0408,55,1
POS,151,433,43,148,0.0356,26,0
CRM,187,404,15,260,0.038,53,1
POS,252,484,40,615,0.0289,45,0
POS,154,337,32,501,0.0463,50,1
CRM,145,161,21,419,0.0264,56,1
CRM,131,73,37,463,0.0306,24,1
CRM,154,340,24,541,0.0378,27,1
ERP,195,388,28,574,0.0308,36,1
ERP,232,375,21,411,0.0176,15,1
CRM,135,217,11,631,0.0227,43,0
POS,209,487,20,688,0.0137,50,0
CRM,276,158,46,319,0.0273,14,1
ERP,205,477,47,596,0.0344,21,0
CRM,157,239,34,442,0.0147,38,0
ERP,138,404,30,193,0.0352,46,0
CRM,179,245,45,232,0.0457,21,1
POS,196,82,18,600,0.0235,34,1
POS,212,254,21,271,0.0189,56,0
POS,160,361,19,108,0.0457,43,0
CRM,236,469,14,420,0.0377,20,1
ERP,105,231,42,197,0.0142,32,1
ERP,208,196,14,268,0.0263,33,0
POS,134,476,25,410,0.037,58,0
ERP,138,317,46,442,0.033,27,1
ERP,249,60,46,529,0.0347,19,0
CRM,268,119,38,655,0.0327,14,1
CRM,217,305,27,599,0.0419,40,0
POS,104,445,38,384,0.0228,34,1
CRM,269,268,15,359,0.0383,26,0
ERP,186,346,27,594,0.0496,37,1
ERP,175,458,41,454,0.0256,10,0
ERP,294,411,40,313,0.0416,54,1
CRM,257,308,20,299,0.0198,11,1
POS,156,52,35,335,0.0213,58,1
POS,226,133,37,235,0.0474,56,0
ERP,128,205,36,521,0.011,49,0
ERP,264,200,28,440,0.0187,11,1
ERP,186,225,36,441,0.0293,36,1
CRM,240,244,29,629,0.0261,17,0
POS,259,475,12,487,0.0352,36,1
POS,145,156,25,103,0.0177,46,0
CRM,215,473,48,498,0.0128,26,1
CRM,211,183,38,521,0.0248,13,0
ERP,250,325,24,510,0.031,53,1
ERP,144,444,39,312,0.0325,59,0
ERP,244,401,49,659,0.0341,47,0
POS,203,429,10,657,0.0319,40,1
ERP,184,204,38,657,0.0198,14,1
CRM,293,326,39,147,0.0406,34,1
ERP,233,285,49,286,0.0135,37,1
ERP,207,289,41,601,0.0179,28,1
POS,117,419,19,630,0.0396,46,1
CRM,193,62,36,574,0.0212,51,1
CRM,249,391,17,141,0.0297,32,1
ERP,132,84,45,360,0.0231,45,1
CRM,257,96,44,147,0.0303,54,1
CRM,225,263,45,685,0.0239,22,1
CRM,259,461,45,545,0.0498,26,1
CRM,269,454,34,320,0.0243,59,0
ERP,221,195,29,442,0.0351,39,1
POS,237,208,26,337,0.0455,32,1
ERP,214,493,32,254,0.0355,58,1
ERP,263,174,34,155,0.0326,12,0
CRM,261,159,40,486,0.0328,22,1
CRM,127,86,15,414,0.0299,41,0
CRM,110,326,44,137,0.0423,54,1
POS,266,63,13,440,0.012,44,0
ERP,146,396,49,330,0.0454,11,0
ERP,226,281,29,551,0.0335,56,1
ERP,246,365,10,441,0.044,12,0
POS,217,173,35,552,0.0104,57,1
POS,242,328,43,356,0.0448,38,1
POS,225,160,19,533,0.0148,19,0
POS,255,173,32,308,0.0388,29,1
ERP,251,462,33,300,0.0267,43,0
POS,171,480,22,236,0.0372,24,1
POS,206,79,38,664,0.0351,49,0
CRM,236,164,36,493,0.0165,54,0
CRM,274,139,40,695,0.0306,10,0
CRM,132,261,19,135,0.0211,35,0
POS,289,87,40,314,0.0324,41,0
POS,118,132,48,126,0.0395,11,0
ERP,294,76,19,117,0.0133,41,1
POS,173,266,33,236,0.0306,50,0
CRM,267,409,42,678,0.0347,38,0
POS,274,421,23,129,0.0218,29,0
POS,292,264,44,172,0.0481,32,1
ERP,256,270,43,222,0.0308,21,0
POS,277,64,26,327,0.0173,53,1
ERP,197,492,30,437,0.0143,19,1
POS,240,308,41,372,0.0317,28,0
CRM,228,315,12,536,0.025,19,1
POS,261,169,24,138,0.0177,28,0
POS,192,450,17,525,0.0112,35,1
CRM,275,177,41,414,0.0327,33,0
ERP,147,260,47,608,0.0339,18,0
CRM,276,60,35,256,0.0157,38,0
POS,163,225,39,356,0.0341,38,1
POS,160,182,18,555,0.0481,46,1
ERP,256,374,41,146,0.0491,37,1
POS,138,369,20,431,0.0455,12,1
ERP,227,63,31,109,0.0423,32,0
ERP,187,99,43,243,0.0184,13,1
POS,125,459,27,530,0.0163,23,0
POS,116,121,28,251,0.0278,47,0
ERP,170,118,27,586,0.0348,22,1
ERP,112,440,46,235,0.044,37,1
CRM,168,432,27,686,0.0193,48,0
CRM,125,65,21,125,0.0292,53,1
CRM,148,488,13,106,0.0359,29,0
POS,294,383,36,690,0.0278,37,0
ERP,106,406,14,114,0.0282,41,1
CRM,157,105,15,531,0.019,23,0
CRM,148,154,22,499,0.0495,22,1
POS,202,181,32,306,0.029,20,1
CRM,152,97,34,315,0.0313,47,1
CRM,292,297,13,601,0.0187,48,0
CRM,161,322,41,558,0.0306,51,0
CRM,116,160,24,358,0.0202,24,0
CRM,270,469,35,428,0.0181,18,0
POS,124,375,20,553,0.021,12,0
CRM,230,385,18,474,0.0101,14,0
CRM,128,398,20,563,0.0328,37,1
